MONTH,DAY,YR,HR,MIN,DRAW,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,PLUS
01,16,25,13,40,428048,06,11,12,13,14,20,22,31,32,35,37,39,44,45,53,55,60,64,71,74,3
01,16,25,13,35,428047,06,12,13,16,21,28,36,51,53,54,56,60,61,63,64,65,66,71,73,78,1
01,16,25,13,30,428046,02,15,16,17,21,24,25,34,37,38,47,48,49,50,51,58,64,66,76,80,3
01,16,25,13,25,428045,04,08,10,11,15,22,25,30,35,38,41,58,62,64,65,66,70,71,75,76,4
01,16,25,13,20,428044,06,08,09,15,27,31,32,33,39,40,44,50,51,53,58,60,67,76,78,79,1
01,16,25,13,15,428043,01,07,12,14,20,21,22,24,29,32,33,38,39,43,52,60,61,63,75,78,1
01,16,25,13,10,428042,02,19,21,23,24,30,32,33,36,39,41,45,47,50,54,62,68,76,78,80,1
01,16,25,13,05,428041,08,13,14,18,20,22,23,29,31,36,37,38,40,58,60,64,69,72,75,77,3
01,16,25,13,00,428040,03,14,18,19,23,29,32,34,46,51,52,54,55,56,60,64,72,73,77,78,1
01,16,25,12,55,428039,02,04,06,08,20,21,24,25,28,32,39,47,49,59,62,63,65,66,67,77,1
01,16,25,12,50,428038,05,18,20,23,28,29,33,37,38,40,42,52,53,54,65,66,67,70,77,79,3
01,16,25,12,45,428037,03,09,13,14,15,17,21,41,55,56,57,59,61,65,66,69,72,74,76,78,1
01,16,25,12,40,428036,01,08,11,14,20,25,39,41,48,52,53,55,56,59,65,69,70,77,78,79,1
01,16,25,12,35,428035,05,10,11,17,18,24,27,37,44,45,54,57,58,59,60,61,63,64,66,74,3
01,16,25,12,30,428034,01,02,04,05,10,13,22,30,32,36,44,48,49,50,51,52,69,70,74,79,1
01,16,25,12,25,428033,01,04,06,09,13,24,25,26,38,40,43,45,48,55,56,67,68,69,72,79,1
01,16,25,12,20,428032,01,03,09,12,19,21,25,27,36,43,45,48,49,52,56,67,72,73,74,80,3
01,16,25,12,15,428031,03,04,07,09,19,21,27,28,29,37,38,43,58,59,60,63,65,67,79,80,1
01,16,25,12,10,428030,03,13,15,17,20,24,27,29,35,39,41,43,48,49,53,57,58,63,73,79,3
01,16,25,12,05,428029,06,08,10,13,18,26,28,33,38,44,45,49,52,53,54,59,66,68,75,76,1
01,16,25,12,00,428028,01,03,11,15,19,20,36,37,39,44,45,53,56,59,64,65,70,71,73,74,1
01,16,25,11,55,428027,03,04,05,13,14,19,23,28,30,41,45,50,53,58,60,63,68,72,74,79,1
01,16,25,11,50,428026,01,07,15,20,23,25,26,31,33,35,37,40,45,60,66,68,69,70,74,77,1
01,16,25,11,45,428025,04,07,08,15,16,19,21,22,29,34,39,40,44,63,64,65,67,70,71,74,1
01,16,25,11,40,428024,01,03,04,06,10,12,15,18,20,32,42,45,47,50,62,65,70,71,75,79,4
01,16,25,11,35,428023,05,12,13,14,18,19,22,25,31,37,40,44,45,47,51,52,53,58,61,77,5
01,16,25,11,30,428022,08,15,16,18,23,24,28,31,40,46,47,55,56,61,66,68,69,70,75,77,3
01,16,25,11,25,428021,03,04,05,13,24,26,29,30,33,34,35,40,42,45,47,66,69,70,74,75,4
01,16,25,11,20,428020,08,13,15,19,20,25,28,29,32,35,36,41,45,60,64,68,70,73,78,79,3
01,16,25,11,15,428019,04,07,09,13,14,17,25,29,32,35,38,40,41,55,60,71,72,73,74,75,1
01,16,25,11,10,428018,04,07,09,11,14,16,19,25,33,35,39,41,48,49,50,62,68,70,77,80,3
01,16,25,11,05,428017,02,04,08,10,24,30,35,40,42,51,53,59,61,63,64,66,68,69,74,76,1
01,16,25,1,00,428016,05,08,11,16,18,23,26,28,32,39,42,43,48,52,60,63,64,65,71,74,1
01,16,25,0,55,428015,15,18,21,27,29,39,43,44,45,48,50,52,57,58,59,61,67,74,76,79,1
01,16,25,0,50,428014,03,06,07,13,15,17,19,24,34,37,47,53,56,58,68,69,70,71,72,74,3
01,16,25,0,45,428013,01,05,10,18,21,24,25,27,29,33,35,41,54,56,58,59,64,69,77,78,3
01,16,25,0,40,428012,02,03,08,14,15,16,20,21,22,37,44,47,53,55,66,67,68,75,76,80,3
01,16,25,0,35,428011,06,08,10,14,15,20,22,30,37,39,42,47,50,56,59,60,65,69,70,75,1
01,16,25,0,30,428010,01,15,16,25,31,36,42,46,47,48,51,52,56,64,65,67,73,78,79,80,3
01,16,25,0,25,428009,01,03,08,09,12,21,31,32,36,37,41,45,47,50,52,61,62,66,69,70,1
01,16,25,0,20,428008,02,08,09,11,12,17,30,32,33,35,36,41,51,52,55,58,61,63,64,70,3
01,16,25,0,15,428007,03,09,13,22,27,30,32,38,41,45,53,57,59,61,66,68,77,78,79,80,1
01,16,25,0,10,428006,01,11,12,14,16,29,35,37,41,42,47,50,51,55,64,69,71,74,76,78,3
01,16,25,0,05,428005,04,09,13,14,16,18,22,24,28,31,36,40,41,57,58,64,69,75,76,77,1
01,16,25,0,00,428004,01,03,12,16,23,24,38,42,43,45,51,52,55,59,65,66,67,72,73,76,1
01,14,25,23,55,427835,05,09,14,17,26,28,33,34,36,37,51,53,54,56,60,63,67,68,71,73,1
01,14,25,23,50,427834,02,05,10,13,21,23,25,30,32,33,35,37,45,46,50,62,68,70,73,77,3
01,14,25,23,45,427833,03,07,11,12,13,17,22,24,28,32,33,34,37,38,47,54,61,64,69,71,3
01,14,25,23,40,427832,04,05,10,12,15,21,23,28,35,37,42,50,52,61,62,63,64,65,70,78,1
01,14,25,23,35,427831,11,17,18,28,32,33,38,46,55,56,58,60,67,68,69,70,75,76,78,80,1
01,14,25,23,30,427830,02,03,04,12,23,24,32,33,34,37,40,45,47,50,55,57,65,69,72,74,3
01,14,25,23,25,427829,05,08,21,28,31,33,38,41,43,46,49,51,56,60,62,68,69,74,76,80,3
01,14,25,23,20,427828,01,06,07,08,09,11,17,19,25,27,29,36,41,47,49,53,68,70,71,77,4
01,14,25,23,15,427827,02,11,12,16,29,35,37,40,41,42,43,45,47,51,53,54,55,57,60,61,3
01,14,25,23,10,427826,05,22,24,25,28,31,33,35,36,39,40,42,51,54,59,64,66,70,71,78,3
01,14,25,23,05,427825,02,04,08,11,12,16,17,18,22,24,31,34,36,37,41,43,57,67,69,77,1
01,14,25,23,00,427824,08,13,19,23,33,35,39,46,47,48,51,55,57,58,59,61,65,68,69,70,3
01,14,25,22,55,427823,01,03,10,14,17,21,24,25,29,33,36,48,52,54,58,59,63,74,75,78,3
01,14,25,22,50,427822,01,06,10,11,19,20,21,29,31,35,36,38,43,50,51,53,55,59,69,71,3
01,14,25,22,45,427821,01,04,07,10,14,16,27,28,36,38,48,56,62,66,68,69,72,73,74,79,5
01,14,25,22,40,427820,09,10,12,16,22,29,30,38,47,48,59,63,65,66,67,71,72,74,77,79,1
01,14,25,22,35,427819,06,11,13,15,18,23,30,32,33,35,38,40,49,50,52,55,67,69,70,73,1
01,14,25,22,30,427818,02,05,11,16,22,25,29,37,39,41,43,44,46,54,55,57,61,71,74,79,1
01,14,25,22,25,427817,03,04,05,08,09,13,14,25,26,30,35,37,39,46,55,56,57,70,72,74,3
01,14,25,22,20,427816,01,08,09,10,12,15,17,23,24,30,33,35,37,42,45,47,48,49,59,68,3
01,14,25,22,15,427815,05,08,10,12,18,25,27,28,30,32,34,36,37,40,60,62,63,67,74,79,1
01,14,25,22,10,427814,02,03,04,08,17,18,23,25,29,35,37,41,53,55,57,58,63,64,70,77,1
01,14,25,22,05,427813,04,09,10,13,18,24,27,34,36,38,40,43,53,54,55,63,66,75,77,79,1
01,14,25,22,00,427812,01,04,06,15,18,19,32,33,34,40,49,54,56,62,63,71,72,75,77,78,1
01,14,25,21,55,427811,03,07,12,19,22,23,24,28,36,39,42,44,54,59,60,62,65,70,71,77,3
01,14,25,21,50,427810,02,06,11,14,19,20,21,35,37,43,44,51,52,59,62,63,71,73,76,80,3
01,14,25,21,45,427809,07,08,20,26,29,33,34,37,38,40,43,46,54,55,62,64,68,69,72,75,1
01,14,25,21,40,427808,01,04,05,14,15,23,24,29,33,36,37,43,49,58,60,65,70,73,75,78,1
01,14,25,21,35,427807,02,04,11,13,21,24,25,32,42,46,49,52,53,54,56,59,61,62,64,69,1
01,14,25,21,30,427806,01,10,18,20,21,25,26,30,36,42,44,46,47,52,54,57,62,67,69,70,1
01,14,25,21,25,427805,03,07,17,23,24,25,27,32,33,37,39,44,48,53,63,69,72,74,76,80,3
01,14,25,21,20,427804,05,11,16,17,19,24,27,39,43,44,48,50,52,60,62,63,65,73,76,79,1
01,14,25,21,15,427803,02,08,12,13,17,20,22,27,28,30,33,36,42,54,55,58,59,68,71,75,3
01,14,25,21,10,427802,05,06,10,11,14,15,20,22,24,25,30,32,33,41,42,46,47,56,59,63,1
01,14,25,21,05,427801,04,09,10,11,29,43,49,52,55,56,62,63,64,66,68,70,72,73,75,76,3
01,14,25,21,00,427800,02,05,06,07,10,11,12,14,15,16,18,21,33,45,50,52,54,65,67,78,1
01,14,25,20,55,427799,02,03,05,08,10,27,33,34,36,40,46,48,54,58,68,73,75,77,78,79,4
01,14,25,20,50,427798,04,06,11,12,19,29,43,44,45,46,50,52,53,56,57,58,60,64,68,74,1
01,14,25,20,45,427797,05,06,07,09,10,14,19,24,25,27,35,40,42,49,50,51,52,63,77,79,3
01,14,25,20,40,427796,05,11,12,14,15,29,30,39,43,47,52,59,62,63,67,71,73,75,79,80,10
01,14,25,20,35,427795,12,13,16,27,28,29,38,45,46,48,54,56,57,59,61,64,68,77,79,80,1
01,14,25,20,30,427794,02,03,04,05,21,22,23,24,36,39,40,47,49,55,67,70,71,73,75,78,3
01,14,25,20,25,427793,07,10,25,30,31,35,42,49,50,51,56,57,58,63,65,66,70,71,74,75,1
01,14,25,20,20,427792,03,07,08,10,11,16,18,26,34,35,38,43,45,51,54,61,65,69,71,73,3
01,14,25,20,15,427791,07,10,12,14,19,22,25,26,34,36,38,47,50,52,55,59,64,65,73,76,1
01,14,25,20,10,427790,02,03,07,10,12,14,16,17,18,23,24,25,29,30,47,57,60,61,74,80,1
01,14,25,20,05,427789,08,11,12,14,15,26,28,31,39,40,41,49,51,59,60,62,72,74,79,80,1
01,14,25,20,00,427788,03,04,08,10,20,22,26,28,29,30,34,36,47,50,53,56,68,71,73,76,4
01,14,25,19,55,427787,02,05,07,08,09,10,24,28,37,40,43,47,48,49,54,56,65,68,71,79,1
01,14,25,19,50,427786,06,10,16,24,26,36,39,42,44,49,52,53,58,65,67,68,71,74,78,80,1
01,14,25,19,45,427785,01,03,07,11,24,26,29,32,42,46,52,54,56,58,59,69,74,75,76,78,1
01,14,25,19,40,427784,04,06,07,09,11,13,18,19,29,36,37,40,41,46,50,51,52,61,63,68,1
01,14,25,19,35,427783,08,11,14,20,22,26,31,33,34,40,42,45,46,53,60,66,68,74,76,78,4
01,14,25,19,30,427782,07,08,09,16,18,25,29,34,36,38,42,46,49,50,56,57,61,65,77,79,1
01,14,25,19,25,427781,02,06,07,08,09,16,27,31,34,35,36,50,54,55,56,57,65,68,72,77,3
01,14,25,19,20,427780,04,09,11,17,20,26,27,35,43,44,47,55,58,59,63,67,71,74,76,80,3
01,14,25,19,15,427779,01,06,07,18,20,23,26,35,36,38,42,45,50,59,61,68,70,71,72,73,1
01,14,25,19,10,427778,04,08,17,20,21,23,26,28,30,41,43,45,48,50,54,57,60,62,66,69,1
01,14,25,19,05,427777,05,16,22,26,28,31,36,42,44,47,55,57,58,59,61,63,67,74,75,79,4
01,14,25,19,00,427776,01,02,06,09,11,12,14,18,23,31,32,44,50,57,58,60,65,67,71,72,1
01,14,25,18,55,427775,03,07,08,13,17,20,21,26,35,36,37,40,45,46,49,56,61,66,74,79,1
01,14,25,18,50,427774,06,07,10,13,14,15,18,20,23,28,31,43,46,60,69,71,73,75,78,79,1
01,14,25,18,45,427773,02,05,07,10,15,18,23,32,34,35,39,42,44,45,63,65,72,73,76,79,4
01,14,25,18,40,427772,10,15,21,22,23,25,28,29,31,33,34,39,41,45,48,50,53,59,74,77,1
01,14,25,18,35,427771,09,11,12,23,31,32,33,45,48,51,52,54,57,65,71,72,73,75,79,80,1
01,14,25,18,30,427770,01,03,04,08,09,15,22,27,32,36,38,41,46,48,50,60,71,75,78,80,1
01,14,25,18,25,427769,01,04,05,12,13,15,17,19,22,28,29,30,31,47,54,56,65,71,74,79,1
01,14,25,18,20,427768,12,13,15,20,23,29,33,40,42,44,45,48,49,50,52,63,64,69,76,80,1
01,14,25,18,15,427767,09,11,26,27,28,32,35,36,37,45,47,51,55,64,65,66,71,74,76,77,1
01,14,25,18,10,427766,01,02,04,08,22,23,36,37,40,43,50,52,55,61,63,65,71,77,78,80,1
01,14,25,18,05,427765,04,08,12,14,15,24,25,26,27,30,34,35,37,40,41,46,54,63,68,70,3
01,14,25,18,00,427764,03,05,08,16,19,21,23,32,33,34,35,49,50,57,58,60,66,67,72,75,3
01,14,25,17,55,427763,01,02,12,14,19,20,21,23,24,34,38,47,48,51,53,67,70,72,77,80,3
01,14,25,17,50,427762,02,04,10,11,16,18,21,24,25,27,33,39,43,46,52,66,72,73,75,78,3
01,14,25,17,45,427761,01,02,08,15,17,19,24,36,37,38,39,42,43,53,54,56,63,71,74,78,3
01,14,25,17,40,427760,01,09,11,17,20,23,25,30,35,37,38,39,40,49,50,51,55,57,60,63,3
01,14,25,17,35,427759,04,17,19,26,29,34,36,38,44,46,48,57,59,60,61,64,66,67,70,72,3
01,14,25,17,30,427758,01,04,06,07,08,10,22,28,30,32,37,44,46,48,50,55,57,67,71,73,1
01,14,25,17,25,427757,05,11,15,17,34,37,40,41,46,47,52,57,60,63,64,66,71,75,78,79,1
01,14,25,17,20,427756,04,06,15,18,20,21,23,24,27,31,44,46,47,49,50,51,52,61,69,76,1
01,14,25,17,15,427755,01,07,10,18,20,24,27,30,47,50,56,59,60,62,64,67,69,73,74,76,1
01,14,25,17,10,427754,04,08,12,13,18,19,20,21,22,24,25,29,35,38,39,41,61,63,64,76,5
01,14,25,17,05,427753,02,03,06,10,14,18,26,29,31,34,39,40,48,51,53,57,58,65,76,77,1
01,14,25,17,00,427752,01,09,16,21,23,28,29,30,35,44,45,50,52,53,56,64,68,74,77,79,1
01,14,25,16,55,427751,08,16,18,20,22,31,33,39,40,42,54,57,58,60,63,65,67,68,72,77,1
01,14,25,16,50,427750,02,04,11,16,17,19,24,32,33,36,38,40,41,45,50,57,66,69,70,76,1
01,14,25,16,45,427749,01,04,08,09,11,14,20,23,27,29,34,43,47,49,51,52,54,58,79,80,1
01,14,25,16,40,427748,01,02,10,11,13,21,29,36,38,41,48,49,51,57,64,66,70,73,74,77,1
01,14,25,16,35,427747,02,03,05,06,10,11,12,16,17,22,26,31,41,55,58,63,66,72,76,77,1
01,14,25,16,30,427746,02,07,20,29,30,31,34,35,40,42,44,45,50,53,55,57,58,68,73,78,1
01,14,25,16,25,427745,01,03,09,17,23,33,37,38,43,45,48,50,52,55,61,70,71,73,74,76,1
01,14,25,16,20,427744,02,03,08,10,18,24,31,39,41,43,44,46,49,51,53,59,63,71,74,76,1
01,14,25,16,15,427743,05,11,16,18,19,28,30,33,37,39,44,47,50,52,54,55,60,62,64,65,3
01,14,25,16,10,427742,02,16,19,27,30,32,35,37,41,50,58,60,61,62,63,64,67,69,73,76,1
01,14,25,16,05,427741,08,12,13,17,19,22,24,44,46,49,51,55,57,59,61,64,65,75,76,77,1
01,14,25,16,00,427740,01,05,08,10,12,14,16,17,28,30,35,38,43,45,52,57,59,60,73,79,1
01,14,25,15,55,427739,01,05,09,10,13,17,23,29,45,50,51,54,60,68,69,73,74,75,78,79,3
01,14,25,15,50,427738,04,14,21,22,23,28,29,33,37,45,47,49,54,56,57,61,68,69,74,76,1
01,14,25,15,45,427737,01,03,04,11,17,19,32,33,36,42,47,49,56,57,58,63,64,65,75,79,1
01,14,25,15,40,427736,01,04,12,15,21,29,36,42,44,47,51,60,61,64,71,72,74,76,77,78,3
01,14,25,15,35,427735,02,05,17,18,23,25,27,29,30,31,33,36,46,49,51,56,67,73,79,80,3
01,14,25,15,30,427734,04,06,07,14,34,41,42,46,48,50,51,52,54,62,67,71,73,74,75,78,1
01,14,25,15,25,427733,01,08,12,14,15,19,22,24,25,27,36,39,45,46,61,63,70,72,79,80,1
01,14,25,15,20,427732,18,19,20,24,25,27,28,29,34,38,41,47,56,59,60,65,69,72,78,79,4
01,14,25,15,15,427731,12,16,21,27,32,38,43,45,47,51,54,55,56,60,65,66,70,71,75,80,1
01,14,25,15,10,427730,04,06,15,16,19,26,28,29,38,42,45,46,50,53,54,57,62,65,68,78,4
01,14,25,15,05,427729,06,10,12,13,14,28,31,32,47,48,50,51,52,56,61,63,65,71,73,76,3
01,14,25,15,00,427728,02,05,07,08,22,23,25,26,29,35,46,48,54,56,66,69,70,71,72,75,1
01,14,25,14,55,427727,09,10,11,13,18,27,28,29,44,45,53,62,66,67,68,70,74,76,78,80,3
01,14,25,14,50,427726,02,08,10,19,21,25,27,40,45,46,50,51,52,53,56,67,71,72,77,80,3
01,14,25,14,45,427725,08,13,16,21,22,25,27,33,48,49,53,57,59,62,67,68,70,74,77,78,3
01,14,25,14,40,427724,01,02,12,17,20,34,39,41,42,45,49,51,52,54,58,61,65,71,74,76,1
01,14,25,14,35,427723,10,21,24,26,33,35,43,47,49,50,52,55,58,62,65,67,68,69,76,79,3
01,14,25,14,30,427722,02,06,08,12,14,24,32,36,45,47,49,51,52,55,57,58,59,61,63,78,1
01,14,25,14,25,427721,06,08,09,17,18,26,32,34,35,36,42,44,45,47,48,50,65,69,73,76,1
01,14,25,14,20,427720,04,05,06,11,12,13,21,26,27,33,34,39,45,52,53,59,60,62,79,80,1
01,14,25,14,15,427719,12,18,30,31,35,38,40,46,47,50,56,57,59,62,65,66,67,73,77,78,4
01,14,25,14,10,427718,05,08,09,11,16,20,21,30,34,36,43,53,58,64,66,72,74,76,78,80,1
01,14,25,14,05,427717,06,08,12,18,22,23,25,32,41,45,47,49,52,56,59,61,69,71,76,78,1
01,14,25,14,00,427716,01,06,10,12,16,20,25,27,30,31,36,44,50,52,53,59,60,70,75,80,1
01,14,25,13,55,427715,09,13,17,18,21,24,26,30,33,35,39,43,44,47,49,52,55,59,67,78,3
01,14,25,13,50,427714,04,15,19,20,22,27,31,32,36,38,39,46,51,63,64,65,69,70,78,80,1
01,14,25,13,45,427713,03,05,06,07,08,10,12,13,16,21,23,25,34,40,42,58,60,67,70,71,1
01,14,25,13,40,427712,06,10,13,14,16,19,20,24,34,36,46,50,53,55,58,66,68,72,74,75,3
01,14,25,13,35,427711,03,04,06,08,09,14,16,19,22,26,41,47,53,55,59,63,66,67,72,75,1
01,14,25,13,30,427710,02,07,10,13,18,22,23,28,35,38,42,43,44,55,66,69,73,75,76,77,1
01,14,25,13,25,427709,01,02,07,10,23,29,31,35,38,42,44,48,50,55,59,61,63,64,79,80,1
01,14,25,13,20,427708,01,11,17,21,23,24,28,29,37,38,42,44,47,55,58,62,63,73,74,76,3
01,14,25,13,15,427707,09,12,13,14,16,21,33,35,40,45,46,50,52,53,58,62,63,64,66,79,1
01,14,25,13,10,427706,02,03,11,13,17,18,21,27,30,37,41,43,49,53,62,66,73,78,79,80,1
01,14,25,13,05,427705,01,04,08,13,17,29,33,35,39,41,45,51,52,56,59,65,66,72,77,78,1
01,14,25,13,00,427704,09,10,18,23,25,26,30,38,42,51,57,58,59,62,63,69,73,74,75,79,1
01,14,25,12,55,427703,03,08,12,19,26,36,37,40,47,51,52,56,58,65,70,73,74,76,77,80,1
01,14,25,12,50,427702,01,02,11,12,14,16,17,26,28,30,31,37,53,54,57,63,64,74,77,79,1
01,14,25,12,45,427701,02,04,12,17,20,22,23,28,32,35,36,37,50,51,52,58,63,67,71,80,1
01,14,25,12,40,427700,02,04,16,17,20,25,28,34,36,37,48,54,55,56,62,65,69,74,76,80,3
01,14,25,12,35,427699,01,07,09,10,21,28,32,35,37,38,50,52,58,61,63,64,65,68,76,80,3
01,14,25,12,30,427698,03,06,16,17,19,27,29,32,36,38,42,45,49,55,57,64,72,73,78,80,1
01,14,25,12,25,427697,06,11,18,21,22,25,26,30,33,35,36,41,42,44,47,51,59,64,67,80,1
01,14,25,12,20,427696,04,05,09,10,11,14,20,28,32,41,43,47,50,51,52,54,57,62,69,79,3
01,14,25,12,15,427695,01,02,07,11,12,18,20,21,23,25,29,36,38,39,47,48,59,66,68,80,3
01,14,25,12,10,427694,01,02,13,22,23,25,26,28,31,33,39,41,50,55,56,59,62,71,73,75,1
01,14,25,12,05,427693,09,13,18,20,21,23,28,30,33,34,39,42,46,47,54,60,72,74,77,80,3
01,14,25,12,00,427692,03,11,16,17,18,24,25,32,34,35,47,53,54,70,71,72,76,77,78,79,4
01,14,25,11,55,427691,01,03,06,14,17,25,27,32,38,48,53,54,55,58,61,62,69,71,73,75,1
01,14,25,11,50,427690,04,05,07,16,18,19,21,22,27,33,40,43,49,52,57,61,63,64,77,79,1
01,14,25,11,45,427689,02,06,09,11,13,25,32,33,34,38,46,48,50,51,56,57,66,73,75,76,3
01,14,25,11,40,427688,02,03,09,13,14,23,25,29,36,38,49,50,52,53,57,64,67,69,75,79,3
01,14,25,11,35,427687,02,03,09,24,26,30,33,39,42,45,46,51,54,58,62,72,73,74,76,78,1
01,14,25,11,30,427686,04,14,15,23,26,32,34,35,37,38,43,44,49,50,52,55,65,72,73,78,3
01,14,25,11,25,427685,03,04,05,08,12,18,23,29,38,45,47,53,55,61,63,64,67,74,75,76,3
01,14,25,11,20,427684,01,04,05,06,12,25,28,37,38,43,46,49,50,53,55,56,57,58,61,77,5
01,14,25,11,15,427683,01,04,11,12,15,20,21,28,29,32,34,37,38,43,44,46,56,59,68,70,3
01,14,25,11,10,427682,12,17,24,28,32,39,41,42,43,46,56,61,66,67,68,70,71,73,75,79,1
01,14,25,11,05,427681,06,10,12,13,14,15,16,22,27,30,35,37,40,51,56,59,62,68,70,71,1
01,14,25,1,00,427680,05,07,10,12,19,28,30,33,34,36,37,38,44,55,58,59,64,67,78,80,1
01,14,25,0,55,427679,04,09,10,17,19,20,21,22,36,37,39,43,46,51,54,70,72,74,75,79,3
01,14,25,0,50,427678,03,04,20,28,32,35,36,42,49,57,59,61,62,63,65,69,70,77,78,80,3
01,14,25,0,45,427677,03,07,09,10,13,16,23,24,25,29,31,33,41,42,69,76,77,78,79,80,1
01,14,25,0,40,427676,03,06,08,09,14,27,28,34,37,38,40,41,49,56,58,67,68,69,76,78,4
01,14,25,0,35,427675,08,10,17,21,22,24,29,37,39,41,42,43,47,48,50,59,60,62,70,74,3
01,14,25,0,30,427674,13,21,24,33,35,36,37,40,47,50,55,59,60,64,66,67,70,73,76,79,1
01,14,25,0,25,427673,01,04,10,11,14,15,25,27,29,41,42,52,53,54,56,60,61,67,75,79,1
01,14,25,0,20,427672,01,05,12,13,14,19,28,32,38,39,40,44,45,50,53,65,66,69,70,75,1
01,14,25,0,15,427671,07,08,10,11,13,17,20,24,36,37,42,59,60,61,64,70,72,74,75,79,1
01,14,25,0,10,427670,02,05,13,15,21,24,29,37,41,45,50,53,61,62,64,68,69,75,78,79,1
01,14,25,0,05,427669,14,16,18,19,20,28,32,40,41,42,47,50,57,60,65,68,73,74,77,79,3
01,14,25,0,00,427668,03,15,21,24,35,39,40,42,44,46,47,48,49,53,62,63,64,73,77,80,3
01,13,25,23,55,427667,04,08,13,14,16,33,37,40,41,44,53,54,56,59,66,68,71,76,77,79,1
01,13,25,23,50,427666,04,09,10,14,18,20,22,28,33,34,45,46,59,62,67,71,74,76,79,80,1
01,13,25,23,45,427665,03,05,06,07,10,11,20,28,30,31,34,35,44,45,46,52,61,73,75,79,1
01,13,25,23,40,427664,01,04,05,08,11,15,22,23,25,30,34,38,39,45,56,68,71,76,77,79,1
01,13,25,23,35,427663,12,14,15,16,17,19,30,35,36,45,48,52,53,65,68,69,70,74,77,78,1
01,13,25,23,30,427662,01,03,07,14,15,18,22,34,35,36,43,51,53,56,57,58,70,71,74,75,3
01,13,25,23,25,427661,04,06,13,19,22,33,35,36,46,47,49,57,64,66,71,73,74,75,77,79,1
01,13,25,23,20,427660,02,03,05,08,16,19,20,31,39,47,50,52,63,64,65,67,68,71,73,78,3
01,13,25,23,15,427659,02,04,05,12,16,18,20,30,44,48,52,60,63,64,65,70,72,74,77,80,1
01,13,25,23,10,427658,05,06,12,16,17,18,21,35,37,39,48,51,55,58,60,62,64,70,72,77,4
01,13,25,23,05,427657,02,03,06,12,13,17,18,20,24,25,32,36,37,38,42,44,52,59,60,69,1
01,13,25,23,00,427656,01,03,05,09,13,14,18,23,26,27,29,34,44,48,49,54,69,72,76,77,3
01,13,25,22,55,427655,03,04,05,09,11,14,33,38,42,50,54,55,59,61,63,64,66,69,74,77,3
01,13,25,22,50,427654,04,06,08,11,14,17,20,23,30,33,37,40,44,45,47,51,55,61,62,73,1
01,13,25,22,45,427653,01,02,03,11,12,13,17,19,21,27,31,46,47,53,57,58,59,69,78,80,5
01,13,25,22,40,427652,01,13,15,22,26,27,33,36,40,46,48,50,55,57,58,61,64,71,79,80,4
01,13,25,22,35,427651,01,02,03,07,10,22,27,29,32,38,40,47,52,59,61,62,64,67,68,79,1
01,13,25,22,30,427650,05,11,12,15,16,18,24,27,34,36,45,46,49,50,51,63,70,73,79,80,1
01,13,25,22,25,427649,04,06,10,11,12,14,15,30,36,37,41,50,51,52,57,64,68,74,76,80,1
01,13,25,22,20,427648,09,17,22,27,28,31,36,38,39,41,44,48,50,53,54,62,68,69,77,80,1
01,13,25,22,15,427647,02,06,10,16,21,22,27,28,32,41,47,53,55,57,62,63,67,71,77,78,3
01,13,25,22,10,427646,05,12,17,18,20,21,24,25,27,35,39,42,44,50,51,58,61,67,73,79,1
01,13,25,22,05,427645,02,05,09,18,19,24,27,29,32,35,37,38,39,49,52,60,67,68,71,79,3
01,13,25,22,00,427644,04,05,07,08,11,12,15,18,19,24,25,27,32,44,45,49,63,70,71,73,1
01,13,25,21,55,427643,05,06,09,10,22,23,24,25,27,41,42,53,57,59,60,66,71,73,75,78,1
01,13,25,21,50,427642,03,04,08,22,24,28,36,38,39,46,49,53,54,56,62,68,70,73,76,78,3
01,13,25,21,45,427641,01,04,07,12,21,23,25,26,37,38,42,43,53,54,59,63,68,72,77,80,1
01,13,25,21,40,427640,05,11,18,23,24,26,29,34,43,44,47,49,53,57,59,62,64,70,74,76,1
01,13,25,21,35,427639,02,05,08,18,21,22,28,29,36,37,42,45,52,55,59,60,63,71,72,78,1
01,13,25,21,30,427638,02,03,14,15,18,21,27,28,31,39,41,50,52,57,62,65,67,68,69,78,3
01,13,25,21,25,427637,03,04,06,08,09,10,18,26,30,34,38,41,48,49,54,57,62,68,71,78,1
01,13,25,21,20,427636,01,03,05,10,19,20,26,29,30,31,35,40,54,58,66,69,70,74,78,80,1
01,13,25,21,15,427635,05,11,14,17,19,30,37,38,42,43,47,53,55,58,66,70,71,72,74,79,1
01,13,25,21,10,427634,03,12,15,18,23,29,31,32,42,44,46,55,59,60,61,64,69,71,72,74,1
01,13,25,21,05,427633,03,04,05,06,09,20,26,39,42,48,52,55,56,57,58,59,63,64,69,70,1
01,13,25,21,00,427632,01,04,07,11,17,20,25,38,39,45,54,56,57,60,61,62,68,71,73,77,1
01,13,25,20,55,427631,09,11,18,20,24,28,38,39,47,50,54,55,57,58,60,62,64,76,77,78,3
01,13,25,20,50,427630,10,12,14,17,22,24,29,31,33,35,44,47,55,62,63,71,74,76,77,79,1
01,13,25,20,45,427629,05,11,19,23,31,37,40,44,46,48,50,54,55,56,57,58,60,61,62,77,1
